Argument,ID,Result name,Data type,L/H,Unit,Name,Multiplier,Divisor,Offset (additive),Label,Description (German),Description (English)
ETClb_tiETCor1_mp_1,0x147A,STAT_ETClb_tiETCor1_mp_1_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor1_mp_1,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 1 1,Control duration correction value of the control duration calibration for the rail pressure calibration point 1 1
ETClb_tiETCor1_mp_2,0x147B,STAT_ETClb_tiETCor1_mp_2_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor1_mp_2,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 1 2,Control duration correction value of the control duration calibration for the rail pressure calibration point 1 2
ETClb_tiETCor1_mp_3,0x147C,STAT_ETClb_tiETCor1_mp_3_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor1_mp_3,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 1 3,Control duration correction value of the activation duration calibration for the rail pressure calibration point 1 3
ETClb_tiETCor1_mp_4,0x147D,STAT_ETClb_tiETCor1_mp_4_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor1_mp_4,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 1 4,Control duration correction value of the control duration calibration for the rail pressure calibration point 1 4
ETClb_tiETCor1_mp_5,0x147E,STAT_ETClb_tiETCor1_mp_5_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor1_mp_5,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 1 5,Control duration correction value of the control duration calibration for the rail pressure calibration point 1 5
ETClb_tiETCor2_mp_0,0x147F,STAT_ETClb_tiETCor2_mp_0_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_0,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 0,Control duration correction value of the control duration calibration for the rail pressure calibration point 2 0
ETClb_tiETCor2_mp_1,0x1480,STAT_ETClb_tiETCor2_mp_1_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_1,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 1,Control duration correction value of the activation duration calibration for the rail pressure calibration point 2 1
ETClb_tiETCor2_mp_2,0x1481,STAT_ETClb_tiETCor2_mp_2_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_2,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 2,Control duration correction value of the control duration calibration for the rail pressure calibration point 2 2
ETClb_tiETCor2_mp_3,0x1482,STAT_ETClb_tiETCor2_mp_3_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_3,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 3,Control duration correction value of the control duration calibration for the rail pressure calibration point 2 3
ETClb_tiETCor2_mp_4,0x1483,STAT_ETClb_tiETCor2_mp_4_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_4,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 4,Control duration correction value of the control period calibration for the rail pressure calibration point 2 4
ETClb_tiETCor2_mp_5,0x1484,STAT_ETClb_tiETCor2_mp_5_WERT,unsigned int,-,us,-,0.4,-,0,ETClb_tiETCor2_mp_5,Ansteuerdauerkorrekturwert der Ansteuerdauer-Kalibrierung für den Raildruck-Kalibrierpunkt 2 5,Control duration correction value of the control duration calibration for the rail pressure calibration point 2 5
ETClb_tiETMax_0,0x1453,STAT_ETClb_tiETMax0_WERT,unsigned int,-,us,-,1,-,0,ETClb_tiETMax_0,Maximale Ansteuerdauer der Ansteuerdauerkalibrierung beim Raildruckkalibrierpunkt 0,Maximum actuation duration of control duration calibration at rail pressure calibration point 0
ETClb_tiETMax_1,0x1454,STAT_ETClb_tiETMax1_WERT,unsigned int,-,us,-,1,-,0,ETClb_tiETMax_1,Maximale Ansteuerdauer der Ansteuerdauerkalibrierung beim Raildruckkalibrierpunkt 1,Maximum actuation duration of control duration calibration at rail pressure calibration point 1
ETClb_tiETMax_2,0x1455,STAT_ETClb_tiETMax2_WERT,unsigned int,-,us,-,1,-,0,ETClb_tiETMax_2,Maximale Ansteuerdauer der Ansteuerdauerkalibrierung beim Raildruckkalibrierpunkt 2,Maximum actuation duration of control duration calibration at rail pressure calibration point 2
ETCtl_tDvtDwnOLopThres_mp,0x0C4E,STAT_ETCtl_tDvtDwnOLopThres_mp_WERT,unsigned int,-,K,-,0.1,-,0,ETCtl_tDvtDwnOLopThres_mp,Temperaturschwellwert zu Überwachung des maximalen Reglereingriffs,Temperature threshold value for monitoring the maximum controller intervention
ETCtl_tDvtOutr,0x0C4F,STAT_ETCtl_tDvtOutr_WERT,unsigned int,-,K,-,0.016022,-,-50,ETCtl_tDvtOutr,Regelabweichung des ?u?eren Regelkreises,Control deviation of the external control loop
ETCtl_tDvtUpOLopThres_mp,0x0C50,STAT_ETCtl_tDvtUpOLopThres_mp_WERT,unsigned int,-,K,-,0.1,-,0,ETCtl_tDvtUpOLopThres_mp,Temperaturschwellwert zu Überwachung des minimalen Reglereingriffs,Temperature threshold value for monitoring the minimum controller intervention
ETCtl_tiEOMOLopOn_mp,0x0C52,STAT_ETCtl_tiEOMOLopOn_mp_WERT,unsigned long,-,s,-,0.000015,-,0,ETCtl_tiEOMOLopOn_mp,Aktivierungszeit des ?u?eren Regelkreises,Activation time of the external control loop
ETCtl_tOutrDes,0x0C51,STAT_ETCtl_tOutrDes_WERT,unsigned int,-,degC,-,0.1,-,-273.14,ETCtl_tOutrDes,Temperatursollwert des ?u?eren Regelkreises,Temperature setpoint of the external control loop
Exh_dpModPTrbnUs_mp,0x0436,STAT_Exh_dpModPTrbnUs_mp_WERT,unsigned int,-,hPa/s,-,0.1,-,0,Exh_dpModPTrbnUs_mp,Exh_dpModPTrbnUs_mp,Exh_dpModPTrbnUs_mp
Exh_dpSensPTrbnUs_mp,0x0437,STAT_Exh_dpSensPTrbnUs_mp_WERT,unsigned int,-,hPa/s,-,0.1,-,0,Exh_dpSensPTrbnUs_mp,Exh_dpSensPTrbnUs_mp,Exh_dpSensPTrbnUs_mp
Exh_mAirAftOvrRunNoCat2Ds,0x11AE,STAT_Exh_mAirAftOvrRunNoCat2Ds_WERT,unsigned int,-,g,-,0.1,-,0,Exh_mAirAftOvrRunNoCat2Ds,Min. integrierter Luftmassenstrom (nach SCR-Kat),Min. Integrated air mass flow (according to SCR-Kat)
Exh_mAirAftOvrRunNSCDs,0x11AF,STAT_Exh_mAirAftOvrRunNSCDs_WERT,unsigned int,-,g,-,0.1,-,0,Exh_mAirAftOvrRunNSCDs,Min. integrierter Luftmassenstrom (vor SCR-Kat),Min. Integrated air mass flow (before SCR-Kat)
Exh_pAdapPPFltUs,0x0430,STAT_Exh_pAdapPPFltUs_WERT,unsigned int,-,hPa,-,0.1,-,0,Exh_pAdapPPFltUs,korrigierter Absolutgegendruck des Partikelfilters,Corrected absolute backpressure of the particulate filter
Exh_pDiffOfsValAct,0x0428,STAT_Exh_pDiffOfsValAct_mp_WERT,unsigned int,-,hPa,-,0.030518,-,-1000,Exh_pDiffOfsValAct,Offset für Partikelfilter-Differenzdruck,Offset for particulate filter differential pressure
Exh_pDiffOfsValOld,0x041A,STAT_Exh_pDiffOfsValOld_WERT,unsigned int,-,hPa,-,0.030518,-,-1000,Exh_pDiffOfsValOld,Exh_pDiffOfsValOld,Exh_pDiffOfsValOld
Exh_pDiffTrbnUsIntkVUs,0x0410,STAT_Exh_pDiffTrbnUsIntkVUs_WERT,unsigned int,-,hPa,-,0.030518,-,-1000,Exh_pDiffTrbnUsIntkVUs,neu gelernte relative Abweichung vom Druck vor Turbine zu Ladedruck,Newly learned relative deviation from the pressure before turbine to boost pressure
Exh_pDiffTrbnUsIntkVUsAct,0x0411,STAT_Exh_pDiffTrbnUsIntkVUsAct_WERT,unsigned int,-,hPa,-,0.030518,-,-1000,Exh_pDiffTrbnUsIntkVUsAct,relative Abweichung vom Druck vor Turbine zu Ladedruck,Relative deviation from the pressure before turbine to boost pressure
Exh_pDiffTrbnUsIntkVUsOld,0x0412,STAT_Exh_pDiffTrbnUsIntkVUsOld_WERT,unsigned int,-,hPa,-,0.030518,-,-1000,Exh_pDiffTrbnUsIntkVUsOld,alte gelernte relative Abweichung vom Druck vor Turbine zu Ladedruck,Old learned relative deviation from the pressure before turbine to boost pressure
Exh_pFltPPFltDiff,0x0426,STAT_Exh_pFltPPFltDiff_WERT,unsigned int,-,hPa,-,0.045777,-,-1000,Exh_pFltPPFltDiff,gefilterter Differenzdruck des Partikelfilters,Filtered differential pressure of the particulate filter
Exh_pOfsValActMidPPFltDiff,0x11AA,STAT_Exh_pOfsValActMidPPFltDiff_WERT,unsigned int,-,hPa,-,1,-,0,Exh_pOfsValActMidPPFltDiff,Mittelwert des Differenzdruckoffsets,Mean value of the differential pressure offset
Exh_pPFltDiff,0x043C,STAT_Exh_pPFltDiff_WERT,unsigned int,-,hPa,-,0.045777,-,-1000,Exh_pPFltDiff,Differenzdruck am Partikelfilter,Differential pressure at the particle filter
Exh_pPFltUs,0x0420,STAT_Exh_pPFltUs_WERT,unsigned int,-,hPa,-,0.091554,-,0,Exh_pPFltUs,Abgasdruck vor Partikelfilter,Exhaust pressure before particle filter
Exh_pRawAdapPPFltDiff,0x042A,STAT_Exh_pRawAdapPPFltDiff_WERT,unsigned int,-,hPa,-,0.045777,-,-1000,Exh_pRawAdapPPFltDiff,Rohwert des korrigierten Absolutgegendruckes,Raw value of the corrected absolute backpressure
Exh_pSensFieldPTrbnUs_0,0x0413,STAT_Exh_pSensFieldPTrbnUs0_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_0,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 0,Ring buffer of the stored sensor values __after approval of the plausibility checks 0
Exh_pSensFieldPTrbnUs_1,0x0414,STAT_Exh_pSensFieldPTrbnUs1_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_1,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 1,Ring buffer of the stored sensor values __after approval of the plausibility checks 1
Exh_pSensFieldPTrbnUs_2,0x0415,STAT_Exh_pSensFieldPTrbnUs2_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_2,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 2,Ring buffer of the stored sensor values __after approval of the plausibility checks 2
Exh_pSensFieldPTrbnUs_3,0x0416,STAT_Exh_pSensFieldPTrbnUs3_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_3,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 3,Ring buffer of the stored sensor values __after release of the plausibility checks 3
Exh_pSensFieldPTrbnUs_4,0x0417,STAT_Exh_pSensFieldPTrbnUs4_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_4,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 4,Ring buffer of the stored sensor values __after release of the plausibility checks 4
Exh_pSensFieldPTrbnUs_5,0x0418,STAT_Exh_pSensFieldPTrbnUs5_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensFieldPTrbnUs_5,Ringpuffer der gespeicherten Sensorwertenach Freigabe der Plausibilisierungen 5,Ring buffer of the stored sensor values __after release of the plausibility checks 5
Exh_pSensMeanPTrbnUs,0x0419,STAT_Exh_pSensMeanPTrbnUs_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensMeanPTrbnUs,Mittelwert der Sensorwerte des Ringpuffers nach Freigabe-Delay,Average value of the sensor values __of the ring buffer after release delay
Exh_pSensPPFltDiff,0x043A,STAT_Exh_pSensPPFltDiff_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensPPFltDiff,gemessener Differenzdruck nach dem Partikelfilter,Measured differential pressure after the particle filter
Exh_pSensPPFltUs,0x043B,STAT_Exh_pSensPPFltUs_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pSensPPFltUs,gemessener Druck vor dem Partikelfilter,Measured pressure in front of the particle filter
Exh_pSensPTrbnUs,0x1195,STAT_Exh_pSensPTrbnUs_WERT,unsigned int,-,hPa,-,1,-,0,Exh_pSensPTrbnUs,Erfasster Wert des Drucks bei TrbnUs,Recorded value of the pressure at TrbnUs
Exh_pTrbnUs,0x043E,STAT_Exh_pTrbnUs_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pTrbnUs,Druck vor Turbine,Pressure in front of turbine
Exh_pTrbnUs_full,0x0449,STAT_Exh_pTrbnUs_full_WERT,unsigned int,-,hPa,-,1,-,0,Exh_pTrbnUs_full,Druck vor Turbine (voller Wertebereich),Pressure before turbine (full value range)
Exh_pUnFltPTrbnUs,0x03E0,STAT_Exh_pUnFltPTrbnUs_WERT,unsigned int,-,hPa,-,0.038148,-,500,Exh_pUnFltPTrbnUs,Absolutdruck vor Turbine,Absolute pressure in front of turbine
Exh_pUnFltPTrbnUs_full,0x044A,STAT_Exh_pUnFltPTrbnUs_full_WERT,unsigned int,-,hPa,-,1,-,0,Exh_pUnFltPTrbnUs_full,Absolutdruck vor Turbine (voller Wertebereich),Absolute pressure before turbine (full range of values)
Exh_qStrtNSCDs_mp,0x11B0,STAT_Exh_qStrtNSCDs_mp_WERT,unsigned int,-,mg/Hub,-,0.01,-,0,Exh_qStrtNSCDs_mp,Referenzwert der Einspritzmenge im Pr?fbereich des Betriebspunktes,Reference value of the injection quantity in the test area of __the operating point
Exh_rNOxNoCat2Ds,0x1143,STAT_Exh_rNOxNoCat2Ds_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxNoCat2Ds,Signal von NOx-Sensor 2 (Offset-korrigiert),Signal from NOx sensor 2 (offset-corrected)
Exh_rNOxNSCDs,0x1145,STAT_Exh_rNOxNSCDs_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxNSCDs,Signal von NOx-Sensor 1 (Offset-korrigiert),Signal from NOx sensor 1 (offset corrected)
Exh_rNOxOfsAvrgNoCat2Ds,0x1193,STAT_Exh_rNOxOfsAvrgNoCat2Ds_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxOfsAvrgNoCat2Ds,Durchschnittliches NOx-Offset-Signal (nach SCR-Kat),Average NOx offset signal (according to SCR-Kat)
Exh_rNOxOfsAvrgNSCDs,0x1194,STAT_Exh_rNOxOfsAvrgNSCDs_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxOfsAvrgNSCDs,Durchschnittliches NOx-Offset-Signal (vor SCR-Kat),Average NOx offset signal (before SCR-Kat)
Exh_rNOxOfsMaxNoCat2Ds_mp,0x11B1,STAT_Exh_rNOxOfsMaxNoCat2Ds_mp_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxOfsMaxNoCat2Ds_mp,Maximalwert des NOx-Offsets w?hrend des Offset-Lernens (nach SCR-Kat),Maximum value of the NOx offset during offset learning (according to SCR-Kat)
Exh_rNOxOfsMaxNSCDs_mp,0x11B2,STAT_Exh_rNOxOfsMaxNSCDs_mp_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxOfsMaxNSCDs_mp,Maximalwert des NOx-Offsets w?hrend des Offset-Lernens (vor SCR-Kat),Maximum value of the NOx offset during offset learning (before SCR-Kat)
Exh_rNOxOfsMinNoCat2Ds_mp,0x11B3,STAT_Exh_rNOxOfsMinNoCat2Ds_mp_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxOfsMinNoCat2Ds_mp,Minimalwert des NOx-Offsets w?hrend des Offset-Lernens (nach SCR-Kat),Minimum value of NOx offset during offset learning (after SCR-Kat)
Exh_rNOxOfsMinNSCDs_mp,0x11B4,STAT_Exh_rNOxOfsMinNSCDs_mp_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxOfsMinNSCDs_mp,Minimalwert des NOx-Offsets w?hrend des Offset-Lernens (vor SCR-Kat),Minimum value of the NOx offset during offset learning (before SCR-Kat)
Exh_rNOxOfsNoCat2Ds,0x118F,STAT_Exh_rNOxOfsNoCat2Ds_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxOfsNoCat2Ds,Sensoroffset durch Schubkalibrierung (Downstream),Sensor offset by shear calibration (Downstream)
Exh_rNOxOfsNSCDs,0x1190,STAT_Exh_rNOxOfsNSCDs_WERT,unsigned int,-,ppm,-,0.032044,-,-100,Exh_rNOxOfsNSCDs,Sensoroffset durch Schubkalibrierung (Upstream),Sensor offset by shear calibration (upstream)
Exh_rNOxPresCompNoCat2Ds,0x11B5,STAT_Exh_rNOxPresCompNoCat2Ds_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxPresCompNoCat2Ds,druckkompensiertes NOx-Signal (nach SCR-Kat),Pressure-compensated NOx signal (according to SCR-Kat)
Exh_rNOxPresCompNSCDs,0x11B6,STAT_Exh_rNOxPresCompNSCDs_WERT,unsigned int,-,ppm,-,0.02594,-,-50,Exh_rNOxPresCompNSCDs,druckkompensiertes NOx-Signal (vor SCR-Kat),Pressure-compensated NOx signal (before SCR catalytic converter)
Exh_rO2LinNoCat2Ds,0x11B7,STAT_Exh_rO2LinNoCat2Ds_WERT,unsigned int,-,-,-,0.0001,-,-3.2678,Exh_rO2LinNoCat2Ds,O2-Konzentration im Abgas nach Sekund?rkatalysator,O2 concentration in the exhaust after secondary catalyst
Exh_rO2LinNSCDs,0x11B8,STAT_Exh_rO2LinNSCDs_WERT,unsigned int,-,-,-,0.0001,-,-3.2678,Exh_rO2LinNSCDs,O2-Konzentration im Abgas nach Hauptkatalysator,O2 concentration in the exhaust after main catalyst
Exh_stAftRunRlsPTrbnUs_mp,0x0446,STAT_Exh_stAftRunRlsPTrbnUs_mp_WERT,unsigned char,-,-,-,1,-,0,Exh_stAftRunRlsPTrbnUs_mp,Status Freigabe-Delay im Nachlauf der Plausibilisierungen,Status release delay in the wake of the plausibility checks
Exh_stDynNplPTrbnUs_mp,0x0438,STAT_Exh_stDynNplPTrbnUs_mp_WERT,unsigned char,-,-,-,1,-,0,Exh_stDynNplPTrbnUs_mp,Exh_stDynNplPTrbnUs_mp,Exh_stDynNplPTrbnUs_mp
Exh_stLamLeanNoCat2Ds,0x11B9,STAT_Exh_stLamLeanNoCat2Ds_WERT,unsigned char,-,-,-,1,-,0,Exh_stLamLeanNoCat2Ds,Lambdasignal aus NOx-Sensor nach dem NOx-Speicherkatalysator (nach SCR-Kat),Lambda signal from NOx sensor according to the NOx storage catalytic converter (according to SCR-Kat)
Exh_stLamLeanNSCDs,0x11BA,STAT_Exh_stLamLeanNSCDs_WERT,unsigned char,-,-,-,1,-,0,Exh_stLamLeanNSCDs,Lambdasignal aus NOx-Sensor nach dem NOx-Speicherkatalysator (vor SCR-Kat),Lambda signal from NOx sensor after the NOx storage catalytic converter (before SCR catalytic converter)
Exh_stNOxNoCat2Ds,0x11BB,STAT_Exh_stNOxNoCat2Ds_WERT,unsigned char,-,-,-,1,-,0,Exh_stNOxNoCat2Ds,Status des NOx-Signals des Sekund?r-NOx-Nachsensors,Status of the NOx signal of the secondary NOx NOx sensor
Exh_stNOxNSCDs,0x11BC,STAT_Exh_stNOxNSCDs_WERT,unsigned char,-,-,-,1,-,0,Exh_stNOxNSCDs,NOx-Statussignal nach NOx-Speicherkatalysator,NOx status signal after NOx storage catalytic converter
Exh_stNOxSensDiaEnaNoCat2Ds,0x11BD,STAT_Exh_stNOxSensDiaEnaNoCat2Ds_WERT,unsigned char,-,-,-,1,-,0,Exh_stNOxSensDiaEnaNoCat2Ds,Diagnosestatus des Nach-NOx-Sensors,Diagnostic status of the post-NOx sensor
Exh_stNOxSensDiaEnaNSCDs,0x11BE,STAT_Exh_stNOxSensDiaEnaNSCDs_WERT,unsigned char,-,-,-,1,-,0,Exh_stNOxSensDiaEnaNSCDs,Diagnosestatus des Nach-NOx-Sensors,Diagnostic status of the post-NOx sensor
Exh_stOffLrnRlsPTrbnUs_mp,0x0447,STAT_Exh_stOffLrnRlsPTrbnUs_mp_WERT,unsigned char,-,-,-,1,-,0,Exh_stOffLrnRlsPTrbnUs_mp,Status Freigabe der Plausibilisierung mit Ladedruck und Offsetlernen,Status Release of the plausibility check with boost pressure and offset learning
Exh_stPlsTstRlsPTrbnUs_mp,0x0448,STAT_Exh_stPlsTstRlsPTrbnUs_mp_WERT,unsigned char,-,-,-,1,-,0,Exh_stPlsTstRlsPTrbnUs_mp,Status Freigabe der Plausibilisierung mit Umgebungsdruck,Status Release of the plausibility check with ambient pressure
Exh_tAdapTPFltUs,0x0434,STAT_Exh_tAdapTPFltUs_WERT,unsigned int,-,degC,-,0.031281,-,-50,Exh_tAdapTPFltUs,angepasste Temperatur vor Partikelfilter,Adapted temperature before particle filter
Exh_tiState2NSCDs_mp,0x11BF,STAT_Exh_tiState2NSCDs_mp_WERT,unsigned int,-,s,-,0.01,-,0,Exh_tiState2NSCDs_mp,"Timer, der eine 30%-ige ?nderung in der NOx-Konzentration darstellt",Timer representing a 30% change in NOx concentration
Exh_tiState3NSCDs_mp,0x11C0,STAT_Exh_tiState3NSCDs_mp_WERT,unsigned int,-,s,-,0.01,-,0,Exh_tiState3NSCDs_mp,"Timer, der eine 60%-ige ?nderung in der NOx-Konzentration darstellt",Timer that represents a 60% change in NOx concentration
Exh_tSensTOxiCatUs,0x042C,STAT_Exh_tSensTOxiCatUs_WERT,unsigned int,-,degC,-,0.031281,-,-50,Exh_tSensTOxiCatUs,Abgastemperatur vor Katalysator,Exhaust temperature before catalyst
Exh_tSensTPFltUs,0x042E,STAT_Exh_tSensTPFltUs_WERT,unsigned int,-,degC,-,0.031281,-,-50,Exh_tSensTPFltUs,Abgastemperatur vor Partikelfilter,Exhaust temperature before particle filter
Exh_tSim1Fld_mp,0x11AB,STAT_Exh_tSim1Fld_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,Exh_tSim1Fld_mp,simulierte Temperatur des ersten Sensors,Simulated temperature of the first sensor
Exh_tSim2Fld_mp,0x11AC,STAT_Exh_tSim2Fld_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,Exh_tSim2Fld_mp,simulierte Temperatur des zweiten Sensors,Simulated temperature of the second sensor
Exh_tSim3Fld_mp,0x11AD,STAT_Exh_tSim3Fld_mp_WERT,unsigned int,-,degC,-,0.1,-,-273.14,Exh_tSim3Fld_mp,simulierte Temperatur des dritten Sensors,Simulated temperature of the third sensor
Exh_uRawPPFltDiff,0x0439,STAT_Exh_uRawPPFltDiff_WERT,unsigned int,-,mV,-,0.076295,-,0,Exh_uRawPPFltDiff,Rohspannungswert des pDiff-Sensors (aus dem ADC),Raw voltage value of the pDiff sensor (from the ADC)
Exh_uRawPTrbnUs,0x043D,STAT_Exh_uRawPTrbnUs_WERT,unsigned int,-,mV,-,0.076295,-,0,Exh_uRawPTrbnUs,Rohspannungswert für Druck vor Verdichter (aus dem ADC),Raw voltage value for pressure before compressor (from the ADC)
Exh_uRawTOxiCatUs,0x041F,STAT_Exh_uRawTOxiCatUs_WERT,unsigned int,-,mV,-,0.076295,-,0,Exh_uRawTOxiCatUs,Spannungsrohwert - Abgastemperatur vor Katalysator,Raw voltage value - exhaust gas temperature before catalyst
ExhFlpLP_r,0x0442,STAT_ExhFlpLP_r_WERT,unsigned int,-,%,-,0.001526,-,0,ExhFlpLP_r,Tastverh?ltnis der Abgas-Drosselklappe (Sollwert),Duty cycle of the exhaust throttle valve (setpoint)
ExhFlpLP_rPs,0x0444,STAT_ExhFlpLP_rPs_WERT,unsigned int,-,%,-,0.001526,-,0,ExhFlpLP_rPs,Tastverh?ltnis der Abgas-Drosselklappe (Istwert),Duty cycle of the exhaust throttle valve (actual value)
Fan_rPs,0x09C4,STAT_Fan_rPs_WERT,unsigned int,-,%,-,0.001526,-,0,Fan_rPs,Ausgangstastverh?ltnis - Elektrol?fter,Initial load ratio - electric fan
FBC_qDvtCyl_0,0x14BE,STAT_FBC_qDvtCyl0_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_0,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 1 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 1 (in ignition sequence)
FBC_qDvtCyl_1,0x14BF,STAT_FBC_qDvtCyl1_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_1,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 2 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 2 (in ignition sequence)
FBC_qDvtCyl_2,0x14C0,STAT_FBC_qDvtCyl2_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_2,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 3 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 3 (in ignition sequence)
FBC_qDvtCyl_3,0x14C1,STAT_FBC_qDvtCyl3_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_3,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 4 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 4 (in ignition sequence)
FBC_qDvtCyl_4,0x14C2,STAT_FBC_qDvtCyl4_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_4,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 5 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 5 (in ignition sequence)
FBC_qDvtCyl_5,0x14C3,STAT_FBC_qDvtCyl5_WERT,unsigned int,-,mg/hub,-,0.001526,-,-50,FBC_qDvtCyl_5,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 6 (in Z?ndfolge),I-share of the current cylinder-specific correction quantity for cylinder 6 (in ignition sequence)
FBC_qDvtCylPhys_0,0x14E6,STAT_FBC_qDvtCylPhys_0_WERT,unsigned char,-,mg/hub,-,0.156863,-,-20,FBC_qDvtCylPhys_0,aktuelle zylinderindividuelle Korrekturmenge in geometrischer Reihenfolge (1 Byte) 0,Current cylinder-specific correction quantity in geometric order (1 byte) 0
FBC_qDvtCylPhys_01_0,0x14B4,STAT_FBC_qDvtCylPhys0_WERT,unsigned int,-,mg/hub,-,0.003052,-,-100,FBC_qDvtCylPhys_01_0,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 1 (in geometrischer Reihenfolge),I-share of the current cylinder-specific correction quantity for cylinder 1 (in geometric order)
FBC_qDvtCylPhys_01_1,0x14B5,STAT_FBC_qDvtCylPhys1_WERT,unsigned int,-,mg/hub,-,0.003052,-,-100,FBC_qDvtCylPhys_01_1,I-Anteil der aktuellen zylinderindividuellen Korrekturmenge für Zylinder 2 (in geometrischer Reihenfolge),I-share of the current cylinder-specific correction quantity for cylinder 2 (in geometric order)
